순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도
1252,부산진구,개금동,,523-3,대성예식장(개금1파출소),유,4,19,80,129.0203179,35.15015535
1253,부산진구,초읍동,,541-1,"부산진고교(초읍초교,금성탕직결)",유,4,8,32,129.0532778,35.17876990
1254,부산진구,부암동,,123-12,,유,6,25,155,129.0521590,35.16325353
1255,부산진구,초읍동,,627-5,"부산진고교(초읍초교,금성탕직결)",유,4,7,29,129.0525428,35.17950174
1256,부산진구,전포동,,357-101,진여중정문(동성중고교),유,6,10,62,129.0683671,35.15317171
1257,부산진구,범천동,,1194-70,선암초교입구,유,6,9,57,129.0492355,35.15036397
1258,부산진구,가야동,,588,가야반도보라APT,유,6,11,66,129.0299945,35.15000566
1259,부산진구,가야동,,370-14,가야초등학교(진입),유,8,11,93,129.0366197,35.15347219
1260,부산진구,양정동,,253-8,경찰청앞,유,6,13,78,129.0732890,35.17915732
1261,부산진구,양정동,,480-37,경찰청앞,유,6,13,78,129.0736404,35.17897243
1262,부산진구,부전동,,426-2,부전로타리,유,6,12,68,129.0547402,35.15733933
1263,부산진구,부전동,,426-4,부전로타리,유,7,8,48,129.0547177,35.15788138
1264,부산진구,양정동,,342-73,부산진여자상고입구,유,7,13,87,129.0719230,35.17024182
1265,부산진구,가야동,,374-3,가야삼거리(동의대),유,8,36,223,129.0362503,35.15449974
1266,부산진구,전포동,,588-3,전포초교입구,유,6,14,83,129.0651490,35.16054409
1267,부산진구,전포동,,183-8,전포초교입구,유,8,12,74,129.0656755,35.16033727
1268,부산진구,전포동,,868,밀리오레,유,6,13,78,129.0623253,35.15761448
1269,부산진구,전포동,,868,밀리오레,유,6,5,32,129.0624655,35.15763373
1270,부산진구,전포동,,868,밀리오레,유,8,12,97,129.0623226,35.15792556
1271,부산진구,전포동,,685-8,흥국생명,유,6,13,79,129.0623629,35.15433641
1272,부산진구,전포동,,870-1,흥국생명,유,5,14,69,129.0622241,35.15448822
1273,부산진구,전포동,,685-8,흥국생명,유,7,13,87,129.0623611,35.15466405
1274,부산진구,전포동,,870-1,중앙중학,유,7,14,90,129.0623556,35.15551205
1275,부산진구,전포동,,868,전포초교뒷편,유,6,10,57,129.0623075,35.15948470
1276,부산진구,범천동,,575,혜화문리학원,유,8,19,152,129.0578430,35.15099578
1277,부산진구,당감동,,525-1,당평초교,유,7,9,60,129.0348720,35.16027259
1278,부산진구,개금동,,573-10,개포초교,유,7,15,104,129.0275313,35.15835032
1279,부산진구,개금동,,Feb-58,개포초교,유,9,15,124,129.0273451,35.15886728
1280,부산진구,개금동,,Jan-60,개포초교,유,6,15,96,129.0270699,35.15965359
1281,부산진구,개금동,,633-197,주원초교,유,4,15,63,129.0199202,35.14700298
1282,부산진구,개금동,,593-40,개금1동사무소,유,7,12,81,129.0202468,35.15133575
1283,부산진구,당감동,,818-160,동평제일교회,유,4,18,71,129.0369732,35.16530439
1284,부산진구,당감동,,406-3,동덕로타리,유,6,8,45,129.0392372,35.16520036
1285,부산진구,당감동,,289-39,동덕로타리,유,6,8,48,129.0391420,35.16559437
1286,부산진구,당감동,,252-130,당감초교,유,8,8,61,129.0395984,35.16363320
1287,부산진구,당감동,,252-129,당감초교,유,6,9,59,129.0398286,35.16262073
1288,부산진구,범전동,,212-51,부암1동사무소,유,4,14,57,129.0532622,35.16527455
1289,부산진구,범천동,,842-28,"E마트문현점서측(E마트정문)",유,4,9,37,129.0628750,35.14484709
1290,부산진구,부암동,,405-22,부전시장(녹십자),유,7,12,72,129.0559540,35.16130983
1291,부산진구,부전동,,394-31,부전시장(녹십자),유,4,8,60,129.0563765,35.16149069
1292,부산진구,전포동,,358-8,진여중정문(동성중고교),유,6,10,63,129.0683758,35.15189440
1293,부산진구,범천동,,842-39,"E마트문현점서측(E마트정문)",유,8,15,90,129.0627757,35.14494381
1294,부산진구,부전동,,575,문화사거리,유,9,13,114,129.0578059,35.15459049
1295,부산진구,범천동,,842-28,"E마트문현점서측(E마트정문)",유,4,9,34,129.0628677,35.14503773
1296,부산진구,부전동,,575,문화사거리,유,4,6,25,129.0576260,35.15445979
1297,부산진구,부전동,,575,문화사거리,유,9,14,119,129.0578127,35.15435419
1298,부산진구,개금동,,614-1,개원초교,유,6,12,72,129.0278391,35.16492080
1299,부산진구,범천동,,842-8,성서초교,유,11,12,132,129.0617957,35.14492718
1300,부산진구,가야동,,386-106,가야1동국민아파트,유,6,10,57,129.0387578,35.15370762
1301,부산진구,가야동,,384-5,가야1동국민아파트,유,6,7,44,129.0389383,35.15392799
1302,부산진구,가야동,,384-5,가야1동국민아파트,유,6,9,53,129.0386539,35.15392632
1303,부산진구,개금동,,554-212,개금1동영림유치원,유,7,13,88,129.0216447,35.15050214
1304,부산진구,전포동,,14-84,동의중학교입구,유,6,8,51,129.0695678,35.16545316
1305,부산진구,범천동,,1592-31,,유,7,17,110,129.0510485,35.15134832
1306,부산진구,가야동,,10-100,가남초교,유,6,14,80,129.0444245,35.15372412
1307,부산진구,범천동,,1169-5,,유,6,18,99,129.0494241,35.15324897
1308,부산진구,당감동,,232-3,,유,8,35,277,129.0431056,35.16225218
1309,부산진구,개금동,,461-6,개금LG아파트,유,6,18,113,129.0187363,35.15470642
1310,부산진구,부전동,,263-11,,유,6,15,95,129.0580621,35.15904547
1311,부산진구,부암동,,746,부산은행당감지점(당평초교),유,7,13,87,129.0368860,35.16742412
1312,부산진구,전포동,,146-2,,유,8,14,113,129.0659913,35.16588372
1313,부산진구,부암동,,818-160,부산은행당감지점(당평초교),유,4,9,34,129.0376823,35.16750830
1314,부산진구,전포동,,164-8,,유,8,14,114,129.0653286,35.16414452
1315,부산진구,당감동,,500-20,당감종합사회복지관,유,5,20,98,129.0363602,35.16234172
1316,부산진구,당감동,,495-9,당감종합사회복지관,유,6,22,133,129.0363137,35.16257528
1317,부산진구,양정동,,Aug-88,동호여상밑,유,7,8,51,129.0778630,35.17329009
1318,부산진구,부암동,,657-7,당감4동대성약국앞,유,6,10,61,129.0350214,35.17011880
1319,부산진구,부암동,,778-55,당감4동대성약국앞,유,6,10,61,129.0343720,35.17012871
1320,부산진구,전포동,,145-26,,유,12,23,280,129.0653872,35.16613440
1321,부산진구,부암동,,825,당감4동대성약국앞,유,6,10,61,129.0344981,35.17033977
1322,부산진구,부암동,,657-7,당감4동대성약국앞,유,4,6,22,129.0347397,35.16999250
1323,부산진구,부암동,,786-41,당감 동원초교윗사거리,유,6,8,44,129.0309267,35.17367055
1324,부산진구,부암동,,725,당감 동원초교윗사거리,유,6,7,43,129.0309846,35.17385365
1325,부산진구,부암동,,786-41,당감 동원초교윗사거리,유,6,9,54,129.0311579,35.17370848
1326,부산진구,부암동,,725,당감 동원초교윗사거리,유,4,8,31,129.0311356,35.17382882
1327,부산진구,당감동,,642,당감동제일학원앞,유,6,10,58,129.0331094,35.16916762
1328,부산진구,당감동,,649-6,당감동제일학원앞,유,4,9,35,129.0334026,35.16916190
1329,부산진구,당감동,,825,당감동제일학원앞,유,6,10,63,129.0333218,35.16928965
1330,부산진구,범천동,,859-24,,유,7,15,98,129.0613937,35.14802074
1331,부산진구,당감동,,796-2,당감4동우체국,유,6,7,44,129.0287115,35.17205904
1332,부산진구,당감동,,796-2,당감4동우체국,유,4,7,26,129.0285005,35.17201565
1333,부산진구,당감동,,796-2,당감4동우체국,유,6,8,49,129.0284580,35.17186842
1334,부산진구,전포동,,868,,유,5,19,101,129.0637683,35.15774959
1335,부산진구,당감동,,796-2,당감4동우체국,유,6,10,57,129.0286996,35.17187319
1336,부산진구,부암동,,594-97,당감4동동원초교앞,유,9,6,56,129.0318983,35.17313252
1337,부산진구,전포동,,301-24,전포동 대우자동차,유,8,11,68,129.0682613,35.15762789
1338,부산진구,전포동,,204-19,전포동 대우자동차,유,6,9,61,129.0682094,35.15795393
1339,동구,범일동,,830-110,이지벨(조방앞),유,4,14,56,129.0621851,35.14157110
1340,부산진구,가야동,,415-9,가산초등학교,유,6,13,77,129.0343942,35.14769365
1341,부산진구,가야동,,588,가야공원입구사거리,유,10,31,145,129.0298132,35.15114338
1342,부산진구,가야동,,588,가야공원입구사거리,유,6,13,76,129.0299431,35.15101672
1343,부산진구,가야동,,588,가야공원입구사거리,유,6,13,72,129.0299057,35.15133500
1344,부산진구,전포동,,358-8,성북초교,유,6,14,81,129.0684016,35.15060112
1345,부산진구,가야동,,602-11,가야반도보라APT,유,5,14,63,129.0300421,35.14900681
1346,부산진구,당감동,,495-9,당평초등학교 앞,유,4,8,33,129.0340450,35.16163107
1347,부산진구,당감동,,520-1,당평초등학교 앞,유,7,7,49,129.0342039,35.16113149
1348,부산진구,전포동,,191-184,전포동우리탕,유,6,13,77,129.0705325,35.16071398
1349,부산진구,부암동,,720,동양초등학교,유,7,13,64,129.0317114,35.17644287
1350,부산진구,부암동,,786-44,뜨란체아파트앞,유,6,8,46,129.0303895,35.17328319
1351,부산진구,부암동,,786-44,뜨란체아파트앞,유,7,8,48,129.0301530,35.17311086
1352,부산진구,범천동,,844-24,범천동우리은행,유,5,13,60,129.0596025,35.14490423
1353,부산진구,전포동,,876-7,서면부산농협,유,8,27,218,129.0618146,35.16267006
1354,부산진구,범전동,,372-42,부산진구 시민공원로 주변,유,6,29,183,129.0586471,35.16591599
1355,부산진구,범전동,,115-2,부산진구 시민공원로 주변,유,6,29,174,129.0597963,35.16652194
1356,부산진구,범전동,,49,부산진구 시민공원로 주변,유,6,29,164,129.0600690,35.16665092
1357,부산진구,범전동,,115-2,부산진구 시민공원로 주변,유,6,14,83,129.0600506,35.16641378
1358,부산진구,범전동,,220-2,부산진구 시민공원로 주변,유,6,33,207,129.0557268,35.16471032
1359,부산진구,개금동,,796,개금동 새마을금고 주변,유,8,37,303,129.0251036,35.15319149
1360,부산진구,연지동,,350-1,연지 자이2차아파트 201동 앞,유,6,9,52,129.0491741,35.17380094
1361,부산진구,범전동,,212-11,문화아파트 (진구청사거리),유,6,26,164,129.0538709,35.16429704
1362,부산진구,범전동,,212-11,문화아파트 (진구청사거리),유,7,21,123,129.0539101,35.16396174
1363,부산진구,범전동,,220-2,문화아파트 (진구청사거리),유,6,36,212,129.0543541,35.16418091
1364,부산진구,초읍동,,549-6,초읍대진약국,유,6,16,95,129.0509710,35.18052675
1365,부산진구,양정동,,362-25,(성모여고)롯데리아 양정점,유,8,23,183,129.0692571,35.17049116
1366,부산진구,양정동,,271-2,동의의료원,유,8,15,123,129.0729423,35.17358092
1367,부산진구,양정동,,271-2,동의의료원,유,6,15,92,129.0738965,35.17395344
1368,부산진구,양정동,,322,하마정,유,8,31,254,129.0668921,35.17471540
1369,부산진구,양정동,,326,하마정,유,8,40,321,129.0675511,35.17434986
1370,부산진구,양정동,,326,하마정,유,9,24,168,129.0679577,35.17454837
1371,부산진구,양정동,,316-21,하마정,유,9,36,310,129.0675521,35.17538655
1372,부산진구,양정동,,399-3,스카이맨션,유,6,9,55,129.0672938,35.17185123
1373,부산진구,양정동,,376-3,스카이맨션,유,9,9,75,129.0672282,35.17038588
1374,부산진구,양정동,,376-3,스카이맨션,유,9,13,112,129.0673802,35.17037977
1375,부산진구,양정동,,409,스카이맨션,유,6,8,48,129.0674679,35.17184670
1376,부산진구,양정동,,326,백조아파트,유,7,14,95,129.0694553,35.17378092
1377,부산진구,양정동,,138-33,양정2동사무소,유,9,15,139,129.0750426,35.17440302
1378,부산진구,연지동,,478,정묘사앞삼거리,유,8,30,243,129.0613164,35.17418195
1379,부산진구,양정동,,455,교육위원회,유,9,29,250,129.0634256,35.17485163
1380,부산진구,양정동,,501-15,교육위원회,유,9,29,255,129.0658529,35.17475915
1381,부산진구,양정동,,155,동호여상,유,9,16,135,129.0768607,35.17510959
1382,부산진구,양정동,,263-10,양정2PB앞,유,6,23,150,129.0734853,35.17580424
1383,부산진구,양정동,,213-2,양정2PB앞,유,9,24,217,129.0737049,35.17608489
1384,부산진구,부암동,,307-2,부암R직결(진양),유,8,33,272,129.0503779,35.16662668
1385,부산진구,연지동,,194-3,부암R직결(연지),유,4,31,125,129.0517463,35.16949298
1386,부산진구,전포동,,164-8,전포한신아파트,유,6,32,197,129.0653476,35.16309525
1387,부산진구,범천동,,844-53,범천동우리은행,유,10,23,242,129.0592789,35.14510109
1388,동구,범일동,,830-114,이지벨(조방앞),유,6,17,106,129.0610490,35.14137318
1389,동구,범일동,,830-156,이지벨(조방앞),유,6,17,110,129.0618687,35.14137905
1390,동구,범일동,,830-152,이지벨(조방앞),유,7,17,114,129.0624144,35.14138679
1391,부산진구,연지동,,04월 20일,연지수명약국,유,6,16,98,129.0547958,35.17445106
1392,부산진구,연지동,,219-16,연지수명약국,유,6,16,99,129.0548836,35.17349151
1393,부산진구,전포동,,301-24,전포동 대우자동차,유,4,8,32,129.0679531,35.15779549
1394,부산진구,가야동,,248-33,동의대전철역,유,6,7,45,129.0320549,35.15483867
1395,부산진구,가야동,,248-33,동의대전철역,유,4,6,26,129.0319110,35.15483451
1396,부산진구,가야동,,228-1,동의대전철역,유,5,17,57,129.0319941,35.15373431
1397,부산진구,가야동,,226-2,동의대전철역,유,4,13,49,129.0323554,35.15378625
1398,부산진구,가야동,,60-43,동의대전철역,유,4,6,26,129.0321984,35.15484280
1399,부산진구,초읍동,,364-2,초읍시민도서관,유,8,32,268,129.0507160,35.18295687
1400,부산진구,연지동,,269-34,성곡종합시장입구,유,6,9,56,129.0488858,35.17487354
1401,부산진구,개금동,,515-3,경원고삼거리,유,8,44,272,129.0303113,35.16336371
1402,부산진구,개금동,,515-3,경원고삼거리,유,7,27,168,129.0306678,35.16340987
1403,부산진구,개금동,,Feb-54,경원고삼거리,유,5,20,100,129.0306048,35.16256130
1404,부산진구,당감동,,515-3,경원고삼거리,유,6,17,105,129.0315483,35.16434261
1405,부산진구,연지동,,354-2,초읍동은아약국,유,6,10,63,129.0499179,35.17087017
1406,부산진구,연지동,,372-1,초읍동은아약국,유,6,10,59,129.0500554,35.17028327
1407,부산진구,연지동,,350-1,초읍세동한신아파트,유,6,12,72,129.0494742,35.17269196
1408,부산진구,초읍동,,187-19,초읍창곡시장입구,유,6,9,57,129.0481200,35.17768021
1409,부산진구,부암동,,산43-46,세민약국,유,7,13,90,129.0435843,35.16621520
1410,부산진구,부암동,,281-2,세민약국,유,8,13,99,129.0454779,35.16594648
1411,부산진구,범전동,,280-132,범전동사무소,유,6,16,98,129.0607969,35.16558507
1412,부산진구,부전동,,394-31,부전시장(녹십자),유,8,15,123,129.0562998,35.16121651
1413,부산진구,부전동,,401-4,부전시장(녹십자),유,7,15,100,129.0569784,35.16037881
1414,부산진구,부전동,,396-28,부전시장(녹십자),유,6,15,91,129.0571971,35.16010518
1415,부산진구,범전동,,212-11,부산진중학교,유,6,26,160,129.0549536,35.16301511
1416,부산진구,부암동,,Feb-30,부암1동사무소,유,7,12,87,129.0518564,35.16669250
1417,부산진구,범전동,,212-51,부암1동사무소,유,6,12,79,129.0530232,35.16523961
1418,부산진구,초읍동,,376-63,대경교통,유,6,7,45,129.0488802,35.18178334
1419,부산진구,초읍동,,296-35,대경교통,유,6,19,117,129.0489211,35.18153834
1420,부산진구,초읍동,,376-80,대경교통,유,6,8,50,129.0492906,35.18158824
1421,부산진구,초읍동,,376-63,대경교통,유,8,16,130,129.0491137,35.18162453
1422,부산진구,초읍동,,183-7,"부산진고교(초읍초교,금성탕직결)",유,6,16,96,129.0525156,35.17937834
1423,부산진구,초읍동,,541-1,"부산진고교(초읍초교,금성탕직결)",유,6,16,99,129.0532230,35.17864533
1424,부산진구,초읍동,,541-1,원당골입구,유,6,16,99,129.0537158,35.17787075
1425,부산진구,초읍동,,602-18,원당골입구,유,6,16,97,129.0540405,35.17735832
1426,부산진구,연지동,,1,연지한신타워입구,유,6,16,98,129.0545744,35.17624254
1427,부산진구,부암동,,313-6,부암동원맨션,유,6,16,91,129.0484965,35.16661395
1428,부산진구,부암동,,269-71,당감시장,유,7,14,94,129.0415078,35.16595921
1429,부산진구,부암동,,889-41,당감시장,유,7,14,99,129.0418613,35.16603162
1430,부산진구,당감동,,282-15,동덕로타리,유,6,17,105,129.0390147,35.16540191
1431,부산진구,당감동,,430-3,동덕로타리,유,6,13,80,129.0393659,35.16547747
1432,부산진구,당감동,,818-160,동평제일교회,유,6,16,103,129.0367788,35.16517710
1433,부산진구,당감동,,818-160,동평제일교회,유,6,16,102,129.0371837,35.16521083
1434,부산진구,당감동,,373-5,시민교회,유,7,16,106,129.0345276,35.16494105
1435,부산진구,개금동,,516-5,광무여중,유,5,19,95,129.0309423,35.16159655
1436,부산진구,연지동,,158-7,부암로타리,유,6,10,60,129.0504159,35.16885462
1437,부산진구,연지동,,307-2,부암로타리,유,8,19,157,129.0500752,35.16806649
